Order Date,Product Name,category,Region,Orders,Revenue,Profit,Expense
2023-09-14,Camera,Electronics,North,8,2984,631.81,2352.19
2022-04-28,Smartphone,Electronics,East,2,606,150.95,455.05
2022-04-08,Monitor,Accessories,West,2,170,48.69,121.31
2022-03-21,Headphones,Accessories,East,9,5283,1550.3,3732.7
2023-02-27,Smartwatch,Electronics,West,6,1350,356.88,993.12
2022-11-28,Headphones,Accessories,South,4,2500,467.34,2032.66
2022-02-11,Camera,Electronics,North,4,4648,689.85,3958.15
2023-05-21,Printer,Office,North,5,650,93.41,556.59
2022-09-14,Monitor,Accessories,North,2,1538,97.15,1440.85
2024-06-15,Smartwatch,Electronics,East,4,3928,325.32,3602.68
2022-03-23,Headphones,Accessories,North,2,2258,175.86,2082.14
2022-06-09,Monitor,Accessories,West,9,2988,447.93,2540.07
2023-04-07,Headphones,Accessories,South,8,4136,810.82,3325.18
2023-10-22,Mouse,Accessories,South,7,3605,387.82,3217.18
2023-08-10,Smartwatch,Electronics,West,3,1656,469.28,1186.72
2022-12-24,Printer,Office,West,8,7072,2113.06,4958.94
2024-09-04,Keyboard,Accessories,South,8,5368,542.52,4825.48
2024-01-22,Laptop,Electronics,East,4,1356,374.79,981.21
2024-06-26,Printer,Office,South,6,1326,338.66,987.34
2024-10-26,Printer,Office,East,1,730,55.72,674.28
2024-05-10,Headphones,Accessories,South,4,4664,294.05,4369.95
2023-12-04,Laptop,Electronics,North,8,3528,593.11,2934.89
2023-03-19,Mouse,Accessories,West,3,1497,190.59,1306.41
2023-04-21,Tablet,Electronics,North,3,2628,781.94,1846.06
2022-11-12,Laptop,Electronics,West,4,4196,655.29,3540.71
2022-08-02,Monitor,Accessories,South,7,1204,317.12,886.88
2023-08-23,Printer,Office,West,7,7119,1555.05,5563.95
2024-05-12,Tablet,Electronics,West,8,1848,351.02,1496.98
2024-05-24,Tablet,Electronics,South,4,2232,531.12,1700.88
2024-12-19,Mouse,Accessories,West,6,5190,898.86,4291.14
2022-01-28,Smartphone,Electronics,West,3,1830,403.42,1426.58
2022-01-29,Mouse,Accessories,West,1,1033,302.68,730.32
2022-11-01,Smartwatch,Electronics,South,7,2324,611.7,1712.3
2023-06-04,Keyboard,Accessories,North,2,1942,235.42,1706.58
2022-03-27,Printer,Office,South,7,5740,1615.9,4124.1
2022-10-22,Smartwatch,Electronics,South,9,6435,1096.88,5338.12
2022-03-29,Mouse,Accessories,North,2,1168,172.18,995.82
2022-08-26,Tablet,Electronics,South,9,7362,441.36,6920.64
2023-10-17,Smartwatch,Electronics,West,2,862,105.97,756.03
2023-10-25,Mouse,Accessories,West,1,956,167.16,788.84
2022-06-07,Smartphone,Electronics,West,7,4438,770.3,3667.7
2023-10-10,Keyboard,Accessories,East,9,972,100.0,872.0
2022-09-02,Keyboard,Accessories,West,2,1816,129.24,1686.76
2023-04-25,Monitor,Accessories,East,4,596,105.89,490.11
2024-03-24,Mouse,Accessories,East,9,1233,346.9,886.1
2023-01-09,Headphones,Accessories,West,1,1055,88.61,966.39
2022-11-13,Tablet,Electronics,East,2,952,112.39,839.61
2023-03-04,Mouse,Accessories,West,1,312,40.47,271.53
2022-02-12,Tablet,Electronics,South,2,294,35.05,258.95
2022-03-28,Smartwatch,Electronics,North,2,474,120.91,353.09
2023-06-02,Camera,Electronics,East,2,788,195.15,592.85
2022-05-15,Mouse,Accessories,North,8,2760,156.53,2603.47
2023-10-14,Laptop,Electronics,North,4,908,219.79,688.21
2022-10-17,Smartphone,Electronics,East,1,593,133.01,459.99
2023-07-16,Headphones,Accessories,South,6,1698,193.42,1504.58
2024-09-23,Printer,Office,East,1,546,124.1,421.9
2022-08-11,Laptop,Electronics,West,5,4380,275.84,4104.16
2023-06-11,Camera,Electronics,West,4,2472,594.62,1877.38
2024-04-01,Smartphone,Electronics,East,4,1996,396.63,1599.37
2024-12-25,Camera,Electronics,West,5,2525,699.74,1825.26
2022-07-05,Headphones,Accessories,West,9,4041,517.23,3523.77
2024-07-16,Keyboard,Accessories,South,3,858,246.86,611.14
2022-12-14,Keyboard,Accessories,North,9,4221,1238.6,2982.4
2023-02-16,Tablet,Electronics,East,2,858,73.49,784.51
2024-12-05,Keyboard,Accessories,North,1,776,172.19,603.81
2023-08-23,Laptop,Electronics,North,7,3654,871.81,2782.19
2024-02-14,Headphones,Accessories,East,3,384,45.99,338.01
2023-09-16,Printer,Office,West,5,535,43.47,491.53
2022-11-26,Headphones,Accessories,North,9,7992,1979.53,6012.47
2024-07-04,Mouse,Accessories,North,7,3892,350.57,3541.43
2024-02-26,Tablet,Electronics,East,3,2637,468.6,2168.4
2024-02-12,Mouse,Accessories,South,8,8664,2349.68,6314.32
2023-10-03,Smartwatch,Electronics,South,6,918,116.87,801.13
2024-01-17,Monitor,Accessories,West,5,5625,1006.95,4618.05
2023-06-02,Tablet,Electronics,West,6,6030,511.7,5518.3
2022-04-22,Printer,Office,West,8,432,98.44,333.56
2024-02-21,Laptop,Electronics,South,6,1884,190.58,1693.42
2023-02-21,Laptop,Electronics,East,9,9225,2526.27,6698.73
2022-08-04,Printer,Office,North,2,954,71.0,883.0
2023-02-07,Smartwatch,Electronics,West,8,7072,1983.42,5088.58
2024-08-07,Smartphone,Electronics,North,3,342,89.67,252.33
2023-02-05,Printer,Office,South,4,2440,410.86,2029.14
2024-01-22,Mouse,Accessories,South,5,510,82.47,427.53
2023-10-12,Smartphone,Electronics,South,1,192,16.47,175.53
2023-09-26,Mouse,Accessories,East,5,3600,712.3,2887.7
2024-06-01,Camera,Electronics,West,7,2597,766.32,1830.68
2023-08-12,Camera,Electronics,East,4,772,215.62,556.38
2023-08-06,Mouse,Accessories,West,2,646,180.5,465.5
2024-03-29,Smartphone,Electronics,East,7,2947,809.46,2137.54
2023-02-21,Laptop,Electronics,South,5,880,255.9,624.1
2022-02-11,Camera,Electronics,West,3,1038,219.69,818.31
2024-08-05,Printer,Office,West,1,714,209.69,504.31
2023-08-04,Laptop,Electronics,South,4,1792,506.56,1285.44
2022-08-21,Headphones,Accessories,East,6,5874,1386.51,4487.49
2023-08-13,Smartwatch,Electronics,East,6,2496,332.08,2163.92
2023-12-13,Smartwatch,Electronics,West,3,795,60.34,734.66
2023-01-26,Smartphone,Electronics,East,7,7238,1597.03,5640.97
2023-08-27,Tablet,Electronics,South,1,430,83.33,346.67
2022-01-10,Headphones,Accessories,West,4,1728,239.64,1488.36
2022-04-07,Monitor,Accessories,South,3,1833,314.79,1518.21
2023-10-23,Monitor,Accessories,North,7,7280,1682.79,5597.21
2024-03-01,Smartwatch,Electronics,South,1,814,197.91,616.09
2023-03-06,Printer,Office,South,8,4696,410.03,4285.97
2023-07-27,Mouse,Accessories,South,5,1190,235.64,954.36
2024-01-16,Printer,Office,East,1,591,39.06,551.94
2023-11-29,Mouse,Accessories,North,9,8100,2203.56,5896.44
2024-04-06,Laptop,Electronics,South,6,1500,183.31,1316.69
2024-07-26,Smartwatch,Electronics,North,2,300,48.69,251.31
2023-05-31,Smartwatch,Electronics,North,9,1098,106.97,991.03
2024-05-28,Monitor,Accessories,West,4,2336,509.49,1826.51
2022-10-05,Camera,Electronics,North,5,410,40.96,369.04
2023-10-09,Mouse,Accessories,South,9,594,51.49,542.51
2023-09-20,Smartwatch,Electronics,East,2,218,38.93,179.07
2023-03-25,Tablet,Electronics,South,2,1298,123.9,1174.1
2024-03-28,Tablet,Electronics,North,5,895,180.64,714.36
2023-07-31,Keyboard,Accessories,West,4,2828,539.43,2288.57
2023-11-15,Tablet,Electronics,West,3,813,188.94,624.06
2024-06-19,Monitor,Accessories,West,4,1800,170.19,1629.81
2024-07-24,Tablet,Electronics,West,1,99,12.79,86.21
2022-09-15,Headphones,Accessories,West,8,7576,1703.42,5872.58
2024-01-24,Smartwatch,Electronics,East,3,1317,71.02,1245.98
2024-03-21,Smartwatch,Electronics,West,3,957,120.27,836.73
2022-01-17,Mouse,Accessories,South,4,1316,244.13,1071.87
2024-12-20,Headphones,Accessories,South,6,5346,351.93,4994.07
2023-03-07,Smartphone,Electronics,East,1,464,66.26,397.74
2022-09-28,Keyboard,Accessories,North,7,3752,835.34,2916.66
2024-07-01,Keyboard,Accessories,West,6,1962,301.57,1660.43
2024-11-27,Smartphone,Electronics,South,6,2310,202.98,2107.02
2023-03-01,Tablet,Electronics,East,4,3028,685.23,2342.77
2023-07-22,Monitor,Accessories,North,3,2994,877.92,2116.08
2024-06-18,Tablet,Electronics,South,3,3393,313.45,3079.55
2024-11-08,Camera,Electronics,North,3,1209,320.61,888.39
2022-11-18,Keyboard,Accessories,East,8,5784,1276.57,4507.43
2022-03-10,Laptop,Electronics,West,9,3078,285.05,2792.95
2024-01-18,Printer,Office,South,4,2464,602.3,1861.7
2024-12-14,Camera,Electronics,West,5,2445,146.6,2298.4
2023-02-24,Keyboard,Accessories,North,8,5312,841.13,4470.87
2022-03-31,Keyboard,Accessories,South,1,657,101.85,555.15
2024-05-17,Keyboard,Accessories,South,3,2580,173.89,2406.11
2022-10-05,Laptop,Electronics,East,8,4624,893.74,3730.26
2023-11-22,Smartwatch,Electronics,North,2,1258,146.7,1111.3
2024-07-28,Camera,Electronics,East,7,6468,398.23,6069.77
2023-05-24,Monitor,Accessories,West,3,1359,152.85,1206.15
2024-11-28,Laptop,Electronics,North,1,104,18.67,85.33
2023-03-01,Headphones,Accessories,South,3,1785,93.17,1691.83
2022-06-04,Monitor,Accessories,North,8,7728,1748.26,5979.74
2023-05-27,Smartphone,Electronics,West,6,4188,1231.16,2956.84
2022-06-25,Smartwatch,Electronics,South,8,3520,359.84,3160.16
2023-08-12,Camera,Electronics,East,3,2280,365.17,1914.83
2024-07-09,Printer,Office,North,9,2484,655.54,1828.46
2024-04-17,Tablet,Electronics,West,3,1248,348.19,899.81
2023-12-12,Smartwatch,Electronics,West,2,850,59.92,790.08
2022-01-07,Printer,Office,East,4,1412,150.13,1261.87
2022-05-30,Headphones,Accessories,North,1,465,26.5,438.5
2024-05-28,Printer,Office,West,1,293,29.58,263.42
2022-01-01,Tablet,Electronics,North,9,9234,2523.67,6710.33
2022-12-01,Tablet,Electronics,North,2,1298,239.45,1058.55
2024-08-07,Printer,Office,East,9,9477,2443.62,7033.38
2024-05-29,Printer,Office,South,7,6713,457.99,6255.01
2022-04-25,Laptop,Electronics,South,5,5700,999.26,4700.74
2024-07-29,Camera,Electronics,West,6,4146,700.46,3445.54
2023-10-11,Tablet,Electronics,North,8,6968,704.55,6263.45
2024-09-09,Camera,Electronics,East,2,1054,243.5,810.5
2022-03-15,Keyboard,Accessories,West,3,1983,453.09,1529.91
2023-10-26,Keyboard,Accessories,South,5,875,70.72,804.28
2023-09-25,Printer,Office,North,2,268,63.01,204.99
2024-07-17,Headphones,Accessories,West,6,5370,1045.1,4324.9
2024-01-10,Monitor,Accessories,West,8,3624,1071.43,2552.57
2024-09-22,Smartwatch,Electronics,West,4,1932,301.16,1630.84
2022-09-05,Smartphone,Electronics,North,7,6020,384.74,5635.26
2024-05-02,Headphones,Accessories,East,5,1775,234.67,1540.33
2023-03-09,Smartwatch,Electronics,West,3,1488,382.09,1105.91
2024-09-21,Keyboard,Accessories,East,6,6720,1113.56,5606.44
2022-04-06,Mouse,Accessories,East,7,5047,1356.23,3690.77
2022-03-07,Tablet,Electronics,East,5,3735,957.13,2777.87
2024-02-26,Keyboard,Accessories,East,5,1250,120.74,1129.26
2022-01-11,Tablet,Electronics,North,7,2751,548.05,2202.95
2023-07-14,Laptop,Electronics,East,9,468,58.98,409.02
2023-07-06,Printer,Office,North,4,632,114.82,517.18
2022-09-15,Keyboard,Accessories,South,7,798,219.2,578.8
2022-01-28,Smartwatch,Electronics,South,5,1295,104.26,1190.74
2024-12-10,Camera,Electronics,West,4,3360,540.38,2819.62
2023-06-11,Camera,Electronics,North,5,995,206.95,788.05
2024-12-20,Smartwatch,Electronics,East,5,550,28.72,521.28
2023-02-27,Monitor,Accessories,West,8,5384,724.8,4659.2
2023-11-19,Printer,Office,East,3,3534,489.06,3044.94
2024-02-20,Smartphone,Electronics,West,9,6813,890.05,5922.95
2023-11-27,Smartwatch,Electronics,East,6,5508,1632.37,3875.63
2022-01-27,Headphones,Accessories,East,1,966,202.53,763.47
2024-07-04,Mouse,Accessories,South,4,460,92.24,367.76
2023-06-26,Smartphone,Electronics,North,6,7026,459.4,6566.6
2024-05-24,Smartphone,Electronics,South,5,910,116.47,793.53
2022-08-22,Monitor,Accessories,West,9,5796,1729.18,4066.82
2022-09-28,Monitor,Accessories,North,3,1050,292.64,757.36
2024-05-28,Mouse,Accessories,West,1,1043,151.13,891.87
2022-10-08,Printer,Office,South,3,3330,503.85,2826.15
2022-01-19,Mouse,Accessories,East,8,1896,448.53,1447.47
2023-04-29,Camera,Electronics,West,5,5170,1248.66,3921.34
2023-04-24,Printer,Office,North,2,466,25.04,440.96
2023-06-15,Mouse,Accessories,North,8,6032,1636.61,4395.39
2023-03-22,Camera,Electronics,South,1,1084,103.06,980.94
2023-09-20,Keyboard,Accessories,North,2,490,45.34,444.66
2022-06-30,Monitor,Accessories,North,6,558,57.01,500.99
2024-02-18,Monitor,Accessories,East,4,4024,787.06,3236.94
2023-02-02,Mouse,Accessories,East,4,1560,461.15,1098.85
2024-03-08,Laptop,Electronics,North,1,126,26.62,99.38
2023-10-08,Mouse,Accessories,South,7,4921,827.87,4093.13
2023-10-10,Headphones,Accessories,West,5,2665,532.76,2132.24
2023-04-05,Headphones,Accessories,South,4,200,58.42,141.58
2024-08-01,Smartwatch,Electronics,East,2,186,32.48,153.52
2024-10-12,Monitor,Accessories,South,8,5456,898.06,4557.94
2022-07-29,Smartwatch,Electronics,West,9,3321,540.67,2780.33
2024-02-13,Headphones,Accessories,North,7,3766,914.49,2851.51
2022-05-07,Keyboard,Accessories,West,6,3150,498.63,2651.37
2022-05-19,Laptop,Electronics,East,2,646,110.13,535.87
2022-08-12,Smartphone,Electronics,South,5,2665,369.73,2295.27
2023-10-13,Smartwatch,Electronics,North,9,1467,384.22,1082.78
2024-07-05,Tablet,Electronics,North,7,4620,990.79,3629.21
2023-03-17,Tablet,Electronics,West,8,1184,148.69,1035.31
2023-11-01,Camera,Electronics,East,1,113,20.07,92.93
2024-10-02,Printer,Office,East,8,3336,492.76,2843.24
2023-04-09,Smartphone,Electronics,South,4,4224,477.33,3746.67
2022-07-09,Headphones,Accessories,North,3,1098,144.24,953.76
2024-03-10,Camera,Electronics,South,8,4400,351.82,4048.18
2022-05-08,Printer,Office,North,8,5616,723.42,4892.58
2024-03-02,Printer,Office,North,7,4676,520.38,4155.62
2022-07-19,Smartwatch,Electronics,North,2,2370,641.23,1728.77
2023-01-24,Mouse,Accessories,West,7,4487,688.76,3798.24
2024-10-01,Camera,Electronics,North,6,6384,1754.15,4629.85
2023-03-30,Keyboard,Accessories,South,8,2960,878.11,2081.89
2022-03-24,Smartwatch,Electronics,East,1,897,250.78,646.22
2023-03-25,Smartphone,Electronics,East,2,1178,120.51,1057.49
2023-01-20,Smartwatch,Electronics,East,2,1026,64.51,961.49
2022-05-22,Printer,Office,South,1,1148,89.04,1058.96
2023-02-15,Printer,Office,West,7,3185,765.41,2419.59
2022-03-03,Smartphone,Electronics,East,7,5180,463.35,4716.65
2022-11-02,Headphones,Accessories,South,5,2025,295.13,1729.87
2024-12-24,Tablet,Electronics,North,9,1359,187.72,1171.28
2023-03-30,Camera,Electronics,South,4,1836,462.52,1373.48
2022-12-03,Tablet,Electronics,West,2,702,112.04,589.96
2024-12-07,Smartphone,Electronics,West,8,6576,1337.38,5238.62
2024-03-07,Smartwatch,Electronics,West,2,1428,398.24,1029.76
2023-01-08,Camera,Electronics,North,7,6853,1259.03,5593.97
2022-05-16,Camera,Electronics,West,2,1492,276.56,1215.44
2024-04-29,Printer,Office,North,6,1938,146.73,1791.27
2023-01-08,Camera,Electronics,South,5,905,70.91,834.09
2022-02-25,Printer,Office,North,3,2571,510.01,2060.99
2024-04-08,Tablet,Electronics,West,4,1500,127.81,1372.19
2023-03-17,Smartwatch,Electronics,South,9,8712,1034.27,7677.73
2024-07-23,Monitor,Accessories,East,4,1308,368.28,939.72
2024-03-06,Smartphone,Electronics,South,4,2648,707.32,1940.68
2022-03-18,Camera,Electronics,South,9,9810,1666.96,8143.04
2024-05-03,Headphones,Accessories,North,3,3291,274.1,3016.9
2022-09-22,Smartwatch,Electronics,North,1,758,96.44,661.56
2022-09-29,Keyboard,Accessories,East,7,2436,715.14,1720.86
2024-06-01,Smartwatch,Electronics,North,7,560,163.16,396.84
2022-10-20,Smartphone,Electronics,West,8,4240,519.72,3720.28
2024-09-05,Monitor,Accessories,East,8,5416,403.52,5012.48
2023-07-16,Smartphone,Electronics,East,8,1728,477.7,1250.3
2023-07-15,Keyboard,Accessories,West,9,6309,801.15,5507.85
2023-08-08,Keyboard,Accessories,North,8,3400,758.57,2641.43
2022-04-29,Laptop,Electronics,East,1,403,72.45,330.55
2022-12-17,Keyboard,Accessories,South,4,2108,375.62,1732.38
2022-09-30,Headphones,Accessories,West,2,1090,296.12,793.88
2022-11-06,Keyboard,Accessories,North,7,1274,317.92,956.08
2024-04-11,Mouse,Accessories,South,3,1056,70.54,985.46
2023-06-01,Mouse,Accessories,North,9,5247,921.09,4325.91
2023-11-06,Mouse,Accessories,West,7,6006,1595.22,4410.78
2024-01-18,Monitor,Accessories,West,5,5415,1261.65,4153.35
2022-02-24,Smartphone,Electronics,West,1,632,81.54,550.46
2024-01-31,Printer,Office,West,8,6160,947.96,5212.04
2023-05-26,Printer,Office,South,1,857,172.91,684.09
2023-01-28,Tablet,Electronics,East,1,169,22.99,146.01
2023-10-01,Tablet,Electronics,West,7,1463,175.13,1287.87
2022-12-18,Camera,Electronics,East,8,7528,1283.07,6244.93
2022-12-24,Smartwatch,Electronics,West,2,1158,227.61,930.39
2022-06-17,Monitor,Accessories,West,4,200,20.25,179.75
2023-01-01,Smartphone,Electronics,West,2,1514,180.67,1333.33
2024-07-07,Smartwatch,Electronics,South,7,2632,738.93,1893.07
2022-07-31,Keyboard,Accessories,North,1,358,77.84,280.16
2023-06-04,Camera,Electronics,East,8,2360,653.3,1706.7
2023-08-29,Keyboard,Accessories,South,5,5275,594.29,4680.71
2023-04-06,Monitor,Accessories,East,9,1719,251.85,1467.15
2023-02-04,Smartphone,Electronics,West,6,1956,434.03,1521.97
2022-08-27,Keyboard,Accessories,West,3,1875,152.07,1722.93
2022-06-13,Monitor,Accessories,South,4,984,157.72,826.28
2023-08-20,Camera,Electronics,South,4,3616,789.63,2826.37
2024-10-18,Tablet,Electronics,West,5,4560,1180.8,3379.2
2024-09-14,Smartphone,Electronics,West,8,7496,2019.32,5476.68
2022-08-17,Camera,Electronics,North,5,5070,889.97,4180.03
2022-04-21,Smartwatch,Electronics,North,5,4505,1351.28,3153.72
2022-01-13,Tablet,Electronics,South,2,1916,503.83,1412.17
2024-08-28,Camera,Electronics,West,7,8113,1103.57,7009.43
2022-08-13,Laptop,Electronics,North,9,1809,392.44,1416.56
2023-09-01,Laptop,Electronics,South,3,1227,229.75,997.25
2023-07-20,Laptop,Electronics,South,6,2040,124.65,1915.35
2022-12-22,Tablet,Electronics,West,6,6324,629.2,5694.8
2023-03-25,Printer,Office,North,3,2724,521.24,2202.76
2023-05-14,Laptop,Electronics,South,1,1188,110.32,1077.68
2024-01-23,Keyboard,Accessories,East,8,8776,1561.07,7214.93
2023-03-25,Laptop,Electronics,South,9,5553,1432.76,4120.24
2022-08-27,Smartphone,Electronics,South,2,970,262.19,707.81
2022-07-15,Keyboard,Accessories,South,5,940,56.7,883.3
2024-07-08,Printer,Office,East,1,1175,171.51,1003.49
2022-11-07,Laptop,Electronics,East,9,4860,1425.54,3434.46
2022-10-18,Headphones,Accessories,North,1,987,207.69,779.31
2024-05-17,Camera,Electronics,East,7,2968,485.13,2482.87
2022-03-09,Mouse,Accessories,East,3,2172,364.77,1807.23
2022-01-01,Headphones,Accessories,South,7,3941,628.96,3312.04
2022-06-22,Headphones,Accessories,North,7,2261,566.36,1694.64
2022-07-15,Smartwatch,Electronics,West,9,8802,2519.93,6282.07
2023-03-15,Printer,Office,South,5,3025,172.43,2852.57
2022-01-16,Printer,Office,North,4,4428,600.55,3827.45
2024-10-28,Mouse,Accessories,West,9,7344,1417.84,5926.16
2024-08-23,Keyboard,Accessories,East,4,2236,167.78,2068.22
2024-11-24,Smartphone,Electronics,South,8,536,57.08,478.92
2024-10-20,Monitor,Accessories,North,5,1980,249.22,1730.78
2022-01-26,Printer,Office,East,6,2100,202.86,1897.14
2023-04-16,Smartwatch,Electronics,West,3,1497,122.76,1374.24
2024-07-18,Laptop,Electronics,North,6,4200,1013.7,3186.3
2022-11-21,Headphones,Accessories,South,2,1242,191.82,1050.18
2022-11-29,Smartwatch,Electronics,South,5,1570,312.81,1257.19
2023-07-01,Monitor,Accessories,East,4,428,86.62,341.38
2023-02-02,Printer,Office,South,1,914,270.74,643.26
2024-12-13,Tablet,Electronics,North,3,465,98.93,366.07
2022-08-27,Smartwatch,Electronics,North,2,1062,83.49,978.51
2022-05-26,Camera,Electronics,South,8,8720,1984.11,6735.89
2024-02-04,Mouse,Accessories,South,6,1308,343.61,964.39
2024-12-12,Headphones,Accessories,South,9,8514,1291.97,7222.03
2023-02-07,Tablet,Electronics,North,2,1212,151.07,1060.93
2023-04-24,Headphones,Accessories,West,4,2576,503.57,2072.43
2023-09-26,Keyboard,Accessories,East,8,4800,606.19,4193.81
2022-10-02,Smartwatch,Electronics,East,5,1440,274.54,1165.46
2022-09-12,Smartwatch,Electronics,North,9,10251,737.45,9513.55
2023-01-18,Smartphone,Electronics,North,7,3038,570.98,2467.02
2022-11-24,Monitor,Accessories,West,9,6993,1945.56,5047.44
2024-03-07,Monitor,Accessories,East,4,1632,247.88,1384.12
2024-10-07,Keyboard,Accessories,East,9,5706,1704.8,4001.2
2022-08-29,Camera,Electronics,North,9,9657,1187.22,8469.78
2022-01-31,Smartwatch,Electronics,East,5,4405,450.83,3954.17
2023-12-14,Keyboard,Accessories,East,4,1720,360.78,1359.22
2023-08-13,Camera,Electronics,South,7,4557,234.62,4322.38
2024-12-12,Headphones,Accessories,West,7,2380,431.43,1948.57
2022-02-11,Headphones,Accessories,North,8,456,74.99,381.01
2023-11-16,Camera,Electronics,East,6,6534,355.03,6178.97
2022-03-04,Smartphone,Electronics,North,6,3456,307.46,3148.54
2022-06-29,Keyboard,Accessories,West,9,8163,2352.46,5810.54
2023-08-28,Headphones,Accessories,North,6,4656,601.71,4054.29
2022-09-16,Smartphone,Electronics,West,2,966,241.54,724.46
2022-12-02,Mouse,Accessories,East,4,2580,669.67,1910.33
2022-10-02,Camera,Electronics,South,9,8127,1906.5,6220.5
2022-05-19,Smartwatch,Electronics,South,4,2128,614.05,1513.95
2022-06-05,Smartphone,Electronics,South,9,6417,1100.52,5316.48
2022-06-11,Keyboard,Accessories,East,7,3997,494.78,3502.22
2023-03-14,Laptop,Electronics,West,1,879,149.52,729.48
2023-11-17,Laptop,Electronics,North,3,2415,538.39,1876.61
2024-09-27,Camera,Electronics,West,4,1064,314.84,749.16
2022-02-17,Mouse,Accessories,South,4,1156,326.92,829.08
2022-05-12,Smartphone,Electronics,North,1,1184,218.27,965.73
2022-02-05,Keyboard,Accessories,South,3,1950,211.16,1738.84
2022-08-29,Laptop,Electronics,South,4,1088,295.09,792.91
2023-12-04,Printer,Office,South,6,4380,522.3,3857.7
2024-04-20,Camera,Electronics,South,1,998,196.17,801.83
2024-05-25,Smartphone,Electronics,East,6,5766,675.17,5090.83
2024-10-09,Tablet,Electronics,West,6,3120,274.65,2845.35
2022-03-07,Printer,Office,East,7,637,68.11,568.89
2023-10-26,Laptop,Electronics,West,6,3306,697.74,2608.26
2022-05-31,Monitor,Accessories,South,6,7020,726.72,6293.28
2022-09-16,Camera,Electronics,South,7,5971,502.14,5468.86
2023-11-22,Laptop,Electronics,North,2,750,77.68,672.32
2024-04-26,Tablet,Electronics,North,3,2379,523.0,1856.0
2022-08-21,Camera,Electronics,North,1,699,108.94,590.06
2023-01-16,Camera,Electronics,West,9,6876,1895.24,4980.76
2022-02-02,Monitor,Accessories,North,8,1800,494.02,1305.98
2024-07-11,Tablet,Electronics,South,5,1255,236.25,1018.75
2022-06-04,Smartwatch,Electronics,East,9,1998,343.58,1654.42
2022-11-26,Headphones,Accessories,East,1,307,80.19,226.81
2024-06-25,Printer,Office,West,1,235,54.87,180.13
2023-11-01,Monitor,Accessories,South,6,1506,407.73,1098.27
2024-10-26,Tablet,Electronics,North,8,2464,216.51,2247.49
2023-05-12,Smartwatch,Electronics,South,2,322,42.03,279.97
2023-03-04,Printer,Office,West,4,1100,100.02,999.98
2022-03-08,Keyboard,Accessories,South,4,2188,265.54,1922.46
2023-12-22,Printer,Office,West,9,2934,473.34,2460.66
2022-11-04,Headphones,Accessories,South,8,9224,514.06,8709.94
2022-12-15,Monitor,Accessories,East,4,2436,142.81,2293.19
2022-09-23,Smartwatch,Electronics,West,4,972,97.55,874.45
2024-10-03,Laptop,Electronics,South,6,5484,540.4,4943.6
2024-10-17,Camera,Electronics,West,8,3152,337.36,2814.64
2024-03-22,Keyboard,Accessories,East,8,6032,870.17,5161.83
2023-04-10,Camera,Electronics,West,7,6384,1324.49,5059.51
2023-07-10,Printer,Office,East,5,3705,707.08,2997.92
2022-11-04,Smartwatch,Electronics,South,6,5580,394.03,5185.97
2022-04-16,Camera,Electronics,East,2,1236,120.74,1115.26
2023-04-02,Camera,Electronics,North,8,7040,1969.93,5070.07
2024-06-11,Camera,Electronics,East,9,909,138.04,770.96
2024-12-26,Mouse,Accessories,South,1,106,7.24,98.76
2024-11-12,Smartwatch,Electronics,South,1,281,67.85,213.15
2022-09-25,Camera,Electronics,East,6,6768,1851.01,4916.99
2023-03-07,Laptop,Electronics,West,6,4302,276.35,4025.65
2022-11-19,Smartphone,Electronics,North,9,7146,2125.44,5020.56
2023-02-16,Smartphone,Electronics,South,3,582,48.08,533.92
2024-08-01,Headphones,Accessories,North,6,576,162.75,413.25
2023-09-24,Keyboard,Accessories,South,5,4265,796.12,3468.88
2023-06-24,Smartwatch,Electronics,East,8,5368,333.53,5034.47
2023-12-04,Headphones,Accessories,South,1,314,66.23,247.77
2024-12-24,Tablet,Electronics,West,6,2676,646.7,2029.3
2022-02-13,Laptop,Electronics,North,4,3384,947.52,2436.48
2023-07-20,Mouse,Accessories,West,6,3186,794.94,2391.06
2024-12-20,Smartwatch,Electronics,South,4,1832,528.69,1303.31
2024-11-02,Printer,Office,South,8,4784,769.91,4014.09
2024-02-16,Tablet,Electronics,West,1,381,63.18,317.82
2022-11-29,Smartphone,Electronics,South,9,4527,677.34,3849.66
2022-05-25,Printer,Office,South,4,1612,240.42,1371.58
2023-10-04,Printer,Office,East,2,1918,435.56,1482.44
2024-01-04,Camera,Electronics,East,1,179,42.37,136.63
2024-05-31,Smartwatch,Electronics,West,3,3153,224.29,2928.71
2023-04-18,Tablet,Electronics,East,8,3864,855.75,3008.25
2023-05-13,Printer,Office,South,5,2440,570.78,1869.22
2023-03-31,Camera,Electronics,South,6,3660,675.38,2984.62
2024-08-03,Smartwatch,Electronics,East,3,318,49.93,268.07
2023-12-16,Mouse,Accessories,South,3,483,63.27,419.73
2024-08-21,Headphones,Accessories,North,6,6774,960.41,5813.59
2024-01-02,Monitor,Accessories,West,5,5310,806.12,4503.88
2024-03-06,Keyboard,Accessories,West,6,5154,779.43,4374.57
2023-09-19,Keyboard,Accessories,East,9,6741,823.17,5917.83
2022-05-13,Camera,Electronics,North,2,520,61.33,458.67
2024-06-19,Tablet,Electronics,East,7,1120,111.79,1008.21
2022-07-12,Keyboard,Accessories,East,1,911,155.3,755.7
